reviewId,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Common,Crossover,Exotic,Factory Tuner,Hatchback,High-Performance,Hybrid,Luxury,Performance,Vehicle_Title_Partial
493, on 05/02/16 05:41 AM (PDT),Richard ,2015 FIAT 500L Wagon Easy 4dr Wagon (1.4L 4cyl Turbo 6M),Fun and Functional," Having owned a fiat 128 Sedan, Fiat 128 3P, Fiat Bravo, and Fiat Spyder 2000 and loved them all I thought I would give Fiat another try since my wife has had a trouble free 500 Sport since 2012 with no problems.I traded in my luxury ride Buick Century for a 500L and I am in love with it. It has plenty enough power to get you on the interstate and cruise at the traditional 5 mph above the speed limit, as well as, get you in and out of tight spots. I especially love the option of running the gears yourself with the optional 6 speed automatic.It has lots of room both front and back and handles like a European Car should handle. It cuts and turns quickly and holds the road beautifully. All of that while maintaining a comfortable ride.I noticed that it stands just a few inches short of my 2003 Chevy Venture van.The appearance means a lot to me also, as it is highly unique and does not have the cookie cutter design that most cars have.In general, it looks great, is functional, roomy, powerful enough and fun to drive.",5.0,FIAT,500L,2015,gasoline,160.0,4,MANUAL,FWD,4,Compact,Wagon,33,25,819,19345,True,False,False,False,False,False,False,False,False,2015 FIAT 500L 4dr Wagon FWD (4cyl)
494, on 10/15/17 18:01 PM (PDT),Marc ,2017 FIAT 500 Hatchback Pop 2dr Hatchback (1.4L 4cyl 5M),As good as my GTI Autobahn," Car is wonderful, as much fun as any car I've owned. Enjoy driving it as much as if not more that my GTI. Enough power for this light car. Manual tranny great. Ride and handling great. The Abarths extra power must ,(I have the non turbo) be a real treat in this Italian tomato on wheels. Mine is red,adorable. Highly recommend good quality throughout. On the highway on cruise control doing 60 mpg I’m getting between 42 and 55 mpg. Highly recommend this vehicle. I have the 5 speed manual as stated, not sure how the auto grant performs with this small engine.",5.0,FIAT,500e,2016,electric,,0,DIRECT_DRIVE,FWD,2,Compact,Hatchback,103,121,819,31800,False,False,False,False,True,False,False,False,False,2016 FIAT 500e 2dr Hatchback FWD (0cyl)
495, on 04/22/17 20:23 PM (PDT),Vanessa ,2015 FIAT 500 Hatchback Pop 2dr Hatchback (1.4L 4cyl 5M),FIAT Customer Service is awful," THIS REVIEW IS EXCLUSIVELY FOR FIAT CUSTOMER SERVICE. I had the worst experience with a certified FIAT dealership, LITHIA Dodge in Las Cruces New Mexico, 2 hours away from where I live, for a safety recall on the clutch on my perfectly functioning car. The awful service caused my clutch to fail completely. It left me stranded on the highway miles from home. I had to push it off the road and have it towed to my house. We fought with FIAT to have it towed back, possibly to another dealership, but FIAT instead towed it back to the same one. It took 2 weeks after that to have my car repaired. Two week of calls with no return calls or information from FIAT to know what was going on. We gave them phone numbers and email, but it was my husband and me who had to contact them to get ANY information.  The case manager misrepresented some information, that our case was going to be escalated and that never happened. Nobody cared that I lost three days of work without pay and initially they told me that I could rent a car and ask for a ""possible"" return. The customer service is plain awful. I hate to say it, but I regret buying a FIAT.  I used to love my little car, but now I can't trust it anymore.",1.0,FIAT,500e,2015,electric,,0,DIRECT_DRIVE,FWD,2,Compact,Hatchback,108,122,819,31800,False,False,False,False,True,False,False,False,False,2015 FIAT 500e 2dr Hatchback FWD (0cyl)
496, on 03/28/16 07:58 AM (PDT),Shawn ,2015 FIAT 500 Hatchback Pop 2dr Hatchback (1.4L 4cyl 5M),"Give this car a chance, you won't be dissapointed"," The big deal with these cars are the value for the money. It's a very capable car when you maintain it and drive it responsibly. I drive my 15 pop with manual transmission 120 miles a day. At 19k miles I have had no problems. The car handles incredibly well on curvy roads, and it has adequate acceleration. I love flying buy more expensive cars on winding roads because they are over priced 2 ton behemoths! As a car guy who just came from a 300hp car, it takes some getting use to,  but, once you realize how much better the mpgs are (36-40highway)  and the handling improvement, it's actually more fun to drive than my 12 challenger. It has torque so going up bridges and hills is actually easier than other cars.  The interior style is a great way to be received everyday.  My car has a red and white interior and the wife loves it and anyone who rides in it loves it.  Much better than the bland silver and black also rans from toyota or mazda. You will be surprised how much you can do with this little car. it's a hatchback so you can carry quite a bit when you fold down the seats.  So in my opinion give these cars a chance.",5.0,FIAT,500e,2015,electric,,0,DIRECT_DRIVE,FWD,2,Compact,Hatchback,108,122,819,31800,False,False,False,False,True,False,False,False,False,2015 FIAT 500e 2dr Hatchback FWD (0cyl)
497, on 03/04/17 15:57 PM (PST),Charlie ,2015 FIAT 500 Convertible C Pop 2dr Convertible (1.4L 4cyl 5M),Not a good value, Car does not hold its value. Definitely buy used.,3.0,FIAT,500,2015,gasoline,160.0,4,MANUAL,FWD,2,Compact,Convertible,34,28,819,26595,False,False,False,True,False,False,False,False,True,2015 FIAT 500 2dr Convertible FWD (4cyl)
498, on 06/14/18 13:35 PM (PDT),Daniel ,2017 Ford Mustang Coupe V6 2dr Coupe (3.7L 6cyl 6M),Nothing but junk!!!!!!," This is my 1st new car. I'm 41, and didn't know anything about credit when I was young. I suffered for that for a long time. I finally got into the position to get my something I really wanted. I've had it 12 days and today I had to put it in the shop. The trans is bad. Motor has lost horsepower. Bad vibrations and metal on metal grinding noises. I took it to the dealer where they said they can't get to it till the 1st of the week. They won't give me a loaner until they diagnose the problem. I have purchased many used Ford's and have always loved them, but now I wished I would have looked at challenger. Thanks ford for making my 1st new car experience a nightmare!",1.0,Ford,Mustang,2017,gasoline,310.0,4,MANUAL,RWD,2,Midsize,Coupe,30,21,5657,25645,False,False,False,False,False,False,False,False,True,2017 Ford Mustang 2dr Coupe RWD (4cyl)
499, on 05/17/18 16:41 PM (PDT),Jerry ,2017 Ford Mustang Coupe GT 2dr Coupe (5.0L 8cyl 6M),Great American Icon, Everybody loves this beautiful red Mustang with 2008 GT500 black stripes plus the black out option. Even Chevolet guys have made commits about how good the car looks. Kids love it.,5.0,Ford,Mustang,2017,gasoline,435.0,8,MANUAL,RWD,2,Midsize,Coupe,25,15,5657,36645,False,False,False,False,False,False,False,False,True,2017 Ford Mustang 2dr Coupe RWD (8cyl)
500, on 12/29/17 10:25 AM (PST),Steve ,2017 Ford Mustang Coupe GT 2dr Coupe (5.0L 8cyl 6M),Love my 2017 Stang GT!," My GT has the performance package.  It's really an amazing car when considering it's price.  For what I paid I got an IRS, big engine that I can put a supercharger on and crank it up to 800hp at the wheels (when the warranty runs out), excellent looks all around, and a car that has over 50 years of history/experience behind it!  Comparing it's specs to any other car in the same price range consistently showed it to be the far superior choice which is ultimately why I chose it.  Only complaint I have are the summer only Pirelli's Ford went with for the performance package.  Pure garbage!  They don't offer any superior performance even on hot dry pavement over Pilots and other popular replacements.  Plus they wear out VERY quickly!  But they are easy enough to replace.",5.0,Ford,Mustang,2017,gasoline,435.0,8,MANUAL,RWD,2,Midsize,Coupe,25,15,5657,36645,False,False,False,False,False,False,False,False,True,2017 Ford Mustang 2dr Coupe RWD (8cyl)
501, on 11/05/17 19:11 PM (PST),Dave ,2017 Ford Mustang Coupe V6 2dr Coupe (3.7L 6cyl 6M),Replacement for totaled 2012 Mustang," I bought this car as replacement for my 2012 mustang that was totaled in a three car highway accident.  A drunk driver going 120 mph rear ended an SUV, SUV bounced off the railing, crossed two lanes and struck my mustang on the drivers side.  My car went sideways 300 feet down the highway and off an embankment.  The car was totaled but I walked away with bruising, whiplash and working up back issues.  I had no hesitation in buying another mustang as I know it lives up to the safety ratings as well as its roll rating (my car did not which shocked the state police and fire crew).  I bought a stripped down coupe as I did not want all the electronics.  I live in area that gets snow.  I had no real issue with the rear wheel once I figured out where to put the weight.  I bought a manual and I am loving it.  I feel it has more acceleration then 2012 V6 mustang.  The interior is a bit smaller, seems designed for two people and a child in the back seat.  I spent two weeks looking at other cars and brands and I came back to this car due to the deal I got, know reliability and I can trust it will keep me safe.",5.0,Ford,Mustang,2017,gasoline,310.0,4,MANUAL,RWD,2,Midsize,Coupe,30,21,5657,25645,False,False,False,False,False,False,False,False,True,2017 Ford Mustang 2dr Coupe RWD (4cyl)
502, on 10/29/17 13:37 PM (PDT),Mike ,2017 Ford Mustang Coupe V6 2dr Coupe (3.7L 6cyl 6M),Awesome, Bargain on price.,5.0,Ford,Mustang,2017,gasoline,310.0,4,MANUAL,RWD,2,Midsize,Coupe,30,21,5657,25645,False,False,False,False,False,False,False,False,True,2017 Ford Mustang 2dr Coupe RWD (4cyl)
503, on 10/07/17 15:59 PM (PDT),Dave ,2017 Ford Mustang Coupe GT 2dr Coupe (5.0L 8cyl 6M),My Horse, This car is really a pleasure to drive.  It is every thing that I expected and more.  I find the cloth seats very supportive and comfortable.  As with every generation of Mustang the back seats are very tight.  Love the handling as it has improved over previous models.,5.0,Ford,Mustang,2017,gasoline,435.0,8,MANUAL,RWD,2,Midsize,Coupe,25,15,5657,36645,False,False,False,False,False,False,False,False,True,2017 Ford Mustang 2dr Coupe RWD (8cyl)
504, on 09/18/17 17:12 PM (PDT),Richard ,2017 Ford Mustang Coupe V6 2dr Coupe (3.7L 6cyl 6M),Impressive engineering," I have owned the car for less 7 months and have put on 2300 miles so far. The car is equipped with a six speed automatic. It is silver and  is beautiful to look at and well engineered by Ford. I love the smoothness and power of the V6.  The car is a pleasure to drive around town or on the highway. It feels solid and sounds great with a slight rumble, especially on start up. I think Ford has made a huge mistake in phasing out the V6 in the Mustang for 2018. If anything, Ford should tweak the engine a bit more to keep up with the Camaro V6. I chose the Mustang over the Camaro for its looks , styling and better visibility and pricing. I chose the ingot silver and have had lots of compliments on the car at gas stations and parking lots, etc. I am thrilled with every aspect of this car except for the lack of leg room in the back seat and the lack of a spare tire. Ford seems to think an air pump in the trunk will get you home rather than providing a donut spare tire. I ordered a spare tire on line which is happily in my trunk in the event of a flat.  Ford needs to reevaluate sending its customers out on the road without the proper equipment to drive home safely. Great car, great pricing, great engineering. Be sure  to ask for a spare tire before you conclude your deal for a new or used 2017 V6 Mustang! (Look around there are still some new V6's on dealers' lots)",5.0,Ford,Mustang,2017,gasoline,310.0,4,MANUAL,RWD,2,Midsize,Coupe,30,21,5657,25645,False,False,False,False,False,False,False,False,True,2017 Ford Mustang 2dr Coupe RWD (4cyl)
505, on 07/12/17 11:11 AM (PDT),Ross ,2017 Ford Mustang Coupe V6 2dr Coupe (3.7L 6cyl 6M),Sadly my 2011 Outshines my 2017," I loved my 2011 so much when my son took it off to college I bought myself a 2017. Sadly the 2017 seems like a step backwards. The gas mileage is worse, the plastic exterior parts are cheap and fragile (simple freeway stone blew a hole in the front, another piece was broke by a simple shopping cart bump), the interior has terrible design errors (i.e. the seat bracing connecting back to bottom grinds into you when you exit the car (broke the cell phone in my back pocket), the plastic and cloth features scuff at every light touch, and they glued felt on the seat belt buckle to solve a clacking noise where it banged against the center console. I would have easily given my 2011 5-stars... I struggle to give the 2017 more than 3 but it does have great engine power, looks amazing, and will hopefully be as reliable in the end as my 2011. Ford, see what you can do about actually improving the model (features/performance) from year to year.",3.0,Ford,Mustang,2017,gasoline,310.0,4,MANUAL,RWD,2,Midsize,Coupe,30,21,5657,25645,False,False,False,False,False,False,False,False,True,2017 Ford Mustang 2dr Coupe RWD (4cyl)
506, on 07/09/16 18:11 PM (PDT),AJ ,2010 Ford Mustang Coupe V6 2dr Coupe (4.0L 6cyl 5M),Good value, Great car with out a family.Decent starter mustang lol.,4.0,Ford,Ranger,2010,gasoline,143.0,4,MANUAL,RWD,2,Compact,Pickup,27,22,5657,20580,True,False,False,False,False,False,False,False,False,2010 Ford Ranger 2dr Pickup RWD (4cyl)
