,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Common,Crossover,Exotic,Factory Tuner,Hatchback,High-Performance,Hybrid,Luxury,Performance,City Preference,Highway Preference,Vehicle_Title_Partial
2230,Mazda,CX-9,2016,gasoline,227,4,AUTOMATIC,FWD,4,Large,SUV,28,22,586,35970,False,True,False,False,False,False,False,False,False,True,False,2016 Mazda CX-9 SUV
2237,Dodge,Dakota,2010,gasoline,210,6,AUTOMATIC,RWD,4,Compact,Pickup,20,15,1851,26325,False,False,False,False,False,False,False,False,False,False,True,2010 Dodge Dakota Pickup
2249,Dodge,Dakota,2010,flex-fuel,302,8,AUTOMATIC,4WD,4,Compact,Pickup,19,14,1851,31365,False,False,False,False,False,False,False,False,False,False,True,2010 Dodge Dakota Pickup
2252,Dodge,Dart,2014,gasoline,160,4,MANUAL,FWD,4,Midsize,Sedan,36,25,1851,16495,True,False,False,False,False,False,False,False,False,True,False,2014 Dodge Dart Sedan
2254,Dodge,Dart,2014,gasoline,184,4,AUTOMATIC,FWD,4,Midsize,Sedan,35,23,1851,22995,True,False,False,False,False,False,False,False,False,True,False,2014 Dodge Dart Sedan
2257,Dodge,Dart,2015,gasoline,184,4,MANUAL,FWD,4,Midsize,Sedan,33,23,1851,21645,True,False,False,False,False,False,False,False,False,True,False,2015 Dodge Dart Sedan
2262,Dodge,Dart,2016,gasoline,160,4,MANUAL,FWD,4,Midsize,Sedan,39,27,1851,19495,True,False,False,False,False,False,False,False,False,True,False,2016 Dodge Dart Sedan
2266,Dodge,Dart,2016,gasoline,184,4,AUTOMATIC,FWD,4,Midsize,Sedan,35,23,1851,24395,True,False,False,False,False,False,False,False,False,True,False,2016 Dodge Dart Sedan
2273,Rolls-Royce,Dawn,2016,gasoline,563,12,AUTOMATIC,RWD,2,Large,Convertible,19,12,86,335000,False,False,True,False,False,True,False,True,False,False,True,2016 Rolls-Royce Dawn Convertible
2274,Aston Martin,DB9 GT,2016,gasoline,540,12,AUTOMATIC,RWD,2,Midsize,Coupe,19,13,259,235307,False,False,True,False,False,True,False,False,False,False,True,2016 Aston Martin DB9 GT Coupe
2275,Aston Martin,DB9 GT,2016,gasoline,540,12,AUTOMATIC,RWD,2,Midsize,Convertible,19,13,259,213250,False,False,True,False,False,True,False,False,False,False,True,2016 Aston Martin DB9 GT Convertible
2277,Aston Martin,DB9,2013,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Convertible,19,13,259,198700,False,False,True,False,False,True,False,False,False,False,True,2013 Aston Martin DB9 Convertible
2278,Aston Martin,DB9,2013,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Coupe,19,13,259,183700,False,False,True,False,False,True,False,False,False,False,True,2013 Aston Martin DB9 Coupe
2279,Aston Martin,DB9,2014,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Convertible,19,13,259,200800,False,False,True,False,False,True,False,False,False,False,True,2014 Aston Martin DB9 Convertible
2280,Aston Martin,DB9,2014,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Coupe,19,13,259,185800,False,False,True,False,False,True,False,False,False,False,True,2014 Aston Martin DB9 Coupe
2281,Aston Martin,DB9,2015,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Coupe,19,13,259,198295,False,False,True,False,False,True,False,False,False,False,True,2015 Aston Martin DB9 Coupe
2283,Aston Martin,DB9,2015,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Convertible,19,13,259,203295,False,False,True,False,False,True,False,False,False,False,True,2015 Aston Martin DB9 Convertible
2285,Aston Martin,DBS,2010,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Convertible,18,12,259,283900,False,False,True,False,False,True,False,False,False,False,True,2010 Aston Martin DBS Convertible
2287,Aston Martin,DBS,2010,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Coupe,18,12,259,270400,False,False,True,False,False,True,False,False,False,False,True,2010 Aston Martin DBS Coupe
2289,Aston Martin,DBS,2011,gasoline,510,12,MANUAL,RWD,2,Midsize,Convertible,17,11,259,282295,False,False,True,True,False,True,False,False,False,False,True,2011 Aston Martin DBS Convertible
2290,Aston Martin,DBS,2011,gasoline,510,12,MANUAL,RWD,2,Midsize,Coupe,17,11,259,268660,False,False,True,True,False,True,False,False,False,False,True,2011 Aston Martin DBS Coupe
2293,Aston Martin,DBS,2012,gasoline,510,12,MANUAL,RWD,2,Midsize,Convertible,17,11,259,295987,False,False,True,False,False,True,False,False,False,False,True,2012 Aston Martin DBS Convertible
2294,Aston Martin,DBS,2012,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Coupe,18,12,259,275861,False,False,True,False,False,True,False,False,False,False,True,2012 Aston Martin DBS Coupe
2301,Land Rover,Discovery Sport,2015,gasoline,240,4,AUTOMATIC,AWD,4,Midsize,SUV,26,20,258,37070,False,True,False,False,False,False,False,True,False,False,True,2015 Land Rover Discovery Sport SUV
2304,Land Rover,Discovery Sport,2016,gasoline,240,4,AUTOMATIC,AWD,4,Midsize,SUV,26,20,258,41955,False,True,False,False,False,False,False,True,False,False,True,2016 Land Rover Discovery Sport SUV
2307,Land Rover,Discovery Sport,2017,gasoline,240,4,AUTOMATIC,AWD,4,Midsize,SUV,25,20,258,46595,False,True,False,False,False,False,False,True,False,False,True,2017 Land Rover Discovery Sport SUV
2310,Cadillac,DTS,2010,gasoline,275,8,AUTOMATIC,FWD,4,Large,Sedan,23,15,1624,46280,False,False,False,False,False,False,False,True,False,False,True,2010 Cadillac DTS Sedan
2314,Cadillac,DTS,2011,gasoline,292,8,AUTOMATIC,FWD,4,Large,Sedan,23,15,1624,59875,False,False,False,False,False,False,False,True,False,False,True,2011 Cadillac DTS Sedan
2318,Dodge,Durango,2015,gasoline,290,6,AUTOMATIC,RWD,4,Large,SUV,25,18,1851,36895,False,True,False,False,False,False,False,False,True,False,True,2015 Dodge Durango SUV
2326,Dodge,Durango,2016,gasoline,360,8,AUTOMATIC,RWD,4,Large,SUV,22,14,1851,41995,False,True,False,False,False,False,False,False,True,False,True,2016 Dodge Durango SUV
2336,Dodge,Durango,2017,gasoline,295,6,AUTOMATIC,RWD,4,Large,SUV,26,19,1851,37495,False,True,False,False,False,False,False,False,True,False,True,2017 Dodge Durango SUV
2346,Mercedes-Benz,E-Class,2015,gasoline,329,6,AUTOMATIC,AWD,2,Midsize,Coupe,28,20,617,55850,False,False,False,False,False,False,False,True,True,False,True,2015 Mercedes-Benz E-Class Coupe
2347,Mercedes-Benz,E-Class,2015,gasoline,550,8,AUTOMATIC,AWD,4,Midsize,Sedan,23,16,617,93600,False,False,False,True,False,True,False,True,False,False,True,2015 Mercedes-Benz E-Class Sedan
2351,Mercedes-Benz,E-Class,2015,gasoline,302,6,AUTOMATIC,AWD,4,Midsize,Wagon,27,20,617,59000,False,False,False,False,False,False,False,True,True,False,True,2015 Mercedes-Benz E-Class Wagon
2352,Mercedes-Benz,E-Class,2015,diesel,195,4,AUTOMATIC,AWD,4,Midsize,Sedan,38,27,617,54300,False,False,False,False,False,False,False,True,False,True,False,2015 Mercedes-Benz E-Class Sedan
2353,Mercedes-Benz,E-Class,2015,gasoline,402,8,AUTOMATIC,RWD,2,Midsize,Convertible,26,17,617,67750,False,False,False,False,False,True,False,True,False,False,True,2015 Mercedes-Benz E-Class Convertible
2367,Mercedes-Benz,E-Class,2016,gasoline,329,6,AUTOMATIC,RWD,4,Midsize,Sedan,29,20,617,63100,False,False,False,False,False,False,False,True,True,False,True,2016 Mercedes-Benz E-Class Sedan
2368,Mercedes-Benz,E-Class,2016,gasoline,302,6,AUTOMATIC,AWD,4,Midsize,Wagon,27,20,617,59900,False,False,False,False,False,False,False,True,True,False,True,2016 Mercedes-Benz E-Class Wagon
2370,Mercedes-Benz,E-Class,2016,diesel,195,4,AUTOMATIC,AWD,4,Midsize,Sedan,38,27,617,55150,False,False,False,False,False,False,False,True,False,True,False,2016 Mercedes-Benz E-Class Sedan
2376,Mercedes-Benz,E-Class,2016,gasoline,329,6,AUTOMATIC,RWD,2,Midsize,Coupe,29,20,617,54200,False,False,False,False,False,False,False,True,True,False,True,2016 Mercedes-Benz E-Class Coupe
2378,Mercedes-Benz,E-Class,2016,gasoline,329,6,AUTOMATIC,RWD,2,Midsize,Convertible,29,20,617,62250,False,False,False,False,False,False,False,True,True,False,True,2016 Mercedes-Benz E-Class Convertible
2386,Mercedes-Benz,E-Class,2017,gasoline,329,6,AUTOMATIC,RWD,2,Midsize,Convertible,29,20,617,62600,False,False,False,False,False,False,False,True,True,False,True,2017 Mercedes-Benz E-Class Convertible
2387,Mercedes-Benz,E-Class,2017,gasoline,241,4,AUTOMATIC,AWD,4,Midsize,Sedan,29,22,617,54650,False,False,False,False,False,False,False,True,False,True,False,2017 Mercedes-Benz E-Class Sedan
2389,Mercedes-Benz,E-Class,2017,gasoline,329,6,AUTOMATIC,AWD,2,Midsize,Coupe,28,20,617,57050,False,False,False,False,False,False,False,True,True,False,True,2017 Mercedes-Benz E-Class Coupe
2395,Volkswagen,e-Golf,2015,electric,115,0,DIRECT_DRIVE,FWD,4,Compact,Hatchback,105,126,873,33450,False,False,False,False,True,False,False,False,False,True,False,2015 Volkswagen e-Golf Hatchback
2397,Volkswagen,e-Golf,2016,electric,115,0,DIRECT_DRIVE,FWD,4,Compact,Hatchback,105,126,873,28995,False,False,False,False,True,False,False,False,False,True,False,2016 Volkswagen e-Golf Hatchback
2399,Mitsubishi,Eclipse Spyder,2010,gasoline,162,4,AUTOMATIC,FWD,2,Compact,Convertible,26,19,436,27799,True,False,False,False,False,False,False,False,False,False,True,2010 Mitsubishi Eclipse Spyder Convertible
2401,Mitsubishi,Eclipse Spyder,2011,gasoline,265,6,AUTOMATIC,FWD,2,Compact,Convertible,24,16,436,32599,False,False,False,False,False,False,False,False,True,False,True,2011 Mitsubishi Eclipse Spyder Convertible
2403,Mitsubishi,Eclipse Spyder,2012,gasoline,162,4,AUTOMATIC,FWD,2,Compact,Convertible,27,20,436,28299,True,False,False,False,False,False,False,False,False,False,True,2012 Mitsubishi Eclipse Spyder Convertible
2406,Mitsubishi,Eclipse,2010,gasoline,162,4,AUTOMATIC,FWD,2,Compact,Hatchback,27,20,436,24699,False,False,False,False,True,False,False,False,False,False,True,2010 Mitsubishi Eclipse Hatchback
2411,Mitsubishi,Eclipse,2011,gasoline,162,4,AUTOMATIC,FWD,2,Compact,Hatchback,28,20,436,24699,False,False,False,False,True,False,False,False,False,False,True,2011 Mitsubishi Eclipse Hatchback
2415,Mitsubishi,Eclipse,2012,gasoline,162,4,MANUAL,FWD,2,Compact,Hatchback,28,20,436,19499,False,False,False,False,True,False,False,False,False,False,True,2012 Mitsubishi Eclipse Hatchback
2420,Ford,Edge,2015,gasoline,245,4,AUTOMATIC,AWD,4,Midsize,SUV,28,20,5657,30095,False,True,False,False,False,False,False,False,False,False,True,2015 Ford Edge SUV
2428,Ford,Edge,2016,gasoline,245,4,AUTOMATIC,FWD,4,Midsize,SUV,30,20,5657,28700,False,True,False,False,False,False,False,False,False,False,True,2016 Ford Edge SUV
2435,Ford,Edge,2017,gasoline,245,4,AUTOMATIC,FWD,4,Midsize,SUV,29,21,5657,28950,False,True,False,False,False,False,False,False,False,False,True,2017 Ford Edge SUV
2442,Hyundai,Elantra Coupe,2013,gasoline,145,4,AUTOMATIC,FWD,2,Compact,Coupe,37,27,1439,18595,True,False,False,False,False,False,False,False,False,True,False,2013 Hyundai Elantra Coupe Coupe
2444,Hyundai,Elantra Coupe,2013,gasoline,148,4,MANUAL,FWD,2,Compact,Coupe,38,28,1439,19895,True,False,False,False,False,False,False,False,False,True,False,2013 Hyundai Elantra Coupe Coupe
2448,Hyundai,Elantra Coupe,2014,gasoline,166,4,AUTOMATIC,FWD,2,Compact,Coupe,34,24,1439,19600,True,False,False,False,False,False,False,False,False,True,False,2014 Hyundai Elantra Coupe Coupe
2450,Hyundai,Elantra GT,2015,gasoline,173,4,AUTOMATIC,FWD,4,Compact,Hatchback,33,24,1439,19800,False,False,False,False,True,False,False,False,True,True,False,2015 Hyundai Elantra GT Hatchback
2452,Hyundai,Elantra GT,2016,gasoline,173,4,MANUAL,FWD,4,Compact,Hatchback,33,24,1439,18800,False,False,False,False,True,False,False,False,True,True,False,2016 Hyundai Elantra GT Hatchback
2454,Hyundai,Elantra GT,2017,gasoline,173,4,MANUAL,FWD,4,Compact,Hatchback,32,24,1439,18800,False,False,False,False,True,False,False,False,True,True,False,2017 Hyundai Elantra GT Hatchback
2456,Hyundai,Elantra Touring,2010,gasoline,138,4,AUTOMATIC,FWD,4,Compact,Hatchback,30,23,1439,17195,False,False,False,False,True,False,False,False,False,True,False,2010 Hyundai Elantra Touring Hatchback
2460,Hyundai,Elantra Touring,2011,gasoline,138,4,MANUAL,FWD,4,Compact,Hatchback,31,23,1439,15995,False,False,False,False,True,False,False,False,False,True,False,2011 Hyundai Elantra Touring Hatchback
2464,Hyundai,Elantra Touring,2012,gasoline,138,4,AUTOMATIC,FWD,4,Compact,Hatchback,30,23,1439,17195,False,False,False,False,True,False,False,False,False,True,False,2012 Hyundai Elantra Touring Hatchback
2468,Hyundai,Elantra,2015,gasoline,173,4,AUTOMATIC,FWD,4,Compact,Sedan,35,24,1439,22600,True,False,False,False,False,False,False,False,False,True,False,2015 Hyundai Elantra Sedan
2471,Hyundai,Elantra,2015,gasoline,145,4,MANUAL,FWD,4,Compact,Sedan,37,27,1439,17250,True,False,False,False,False,False,False,False,False,True,False,2015 Hyundai Elantra Sedan
2475,Hyundai,Elantra,2016,gasoline,173,4,AUTOMATIC,FWD,4,Compact,Sedan,35,24,1439,21250,False,False,False,False,False,False,False,False,True,True,False,2016 Hyundai Elantra Sedan
2483,Hyundai,Elantra,2017,gasoline,147,4,AUTOMATIC,FWD,4,Compact,Sedan,38,29,1439,18150,True,False,False,False,False,False,False,False,False,True,False,2017 Hyundai Elantra Sedan
2486,Hyundai,Elantra,2017,gasoline,128,4,AUTOMATED_MANUAL,FWD,4,Compact,Sedan,40,32,1439,20650,True,False,False,False,False,False,False,False,False,True,False,2017 Hyundai Elantra Sedan
2492,Honda,Element,2010,gasoline,166,4,AUTOMATIC,AWD,4,Compact,SUV,24,19,2202,23885,False,True,False,False,False,False,False,False,False,False,True,2010 Honda Element SUV
2499,Honda,Element,2011,gasoline,166,4,AUTOMATIC,AWD,4,Compact,SUV,24,19,2202,24185,False,True,False,False,False,False,False,False,False,False,True,2011 Honda Element SUV
2503,Lotus,Elise,2010,gasoline,189,4,MANUAL,RWD,2,Compact,Convertible,27,21,613,47250,False,False,True,False,False,True,False,False,False,False,True,2010 Lotus Elise Convertible
2505,Lotus,Elise,2011,gasoline,189,4,MANUAL,RWD,2,Compact,Convertible,27,21,613,51845,False,False,True,False,False,True,False,False,False,False,True,2011 Lotus Elise Convertible
2508,Buick,Enclave,2015,gasoline,288,6,AUTOMATIC,AWD,4,Midsize,SUV,22,16,155,49305,False,True,False,False,False,False,False,False,False,False,True,2015 Buick Enclave SUV
2513,Buick,Enclave,2016,gasoline,288,6,AUTOMATIC,FWD,4,Midsize,SUV,22,15,155,43660,False,True,False,False,False,False,False,False,False,False,True,2016 Buick Enclave SUV
2518,Buick,Enclave,2017,gasoline,288,6,AUTOMATIC,FWD,4,Midsize,SUV,22,15,155,39065,False,True,False,False,False,False,False,False,False,False,True,2017 Buick Enclave SUV
2523,Buick,Encore,2015,gasoline,138,4,AUTOMATIC,AWD,4,Compact,SUV,30,23,155,29450,False,True,False,False,False,False,False,False,False,True,False,2015 Buick Encore SUV
2531,Buick,Encore,2016,gasoline,138,4,AUTOMATIC,AWD,4,Compact,SUV,30,23,155,31285,False,True,False,False,False,False,False,False,False,True,False,2016 Buick Encore SUV
2541,Buick,Encore,2017,gasoline,138,4,AUTOMATIC,AWD,4,Compact,SUV,30,24,155,31965,False,True,False,False,False,False,False,False,False,True,False,2017 Buick Encore SUV
2551,Mitsubishi,Endeavor,2010,gasoline,225,6,AUTOMATIC,FWD,4,Midsize,SUV,21,15,436,29999,False,True,False,False,False,False,False,False,False,False,True,2010 Mitsubishi Endeavor SUV
2554,Mitsubishi,Endeavor,2011,gasoline,225,6,AUTOMATIC,FWD,4,Midsize,SUV,21,15,436,28299,False,True,False,False,False,False,False,False,False,False,True,2011 Mitsubishi Endeavor SUV
2557,Buick,Envision,2016,gasoline,252,4,AUTOMATIC,AWD,4,Midsize,SUV,26,20,155,42070,False,True,False,False,False,False,False,False,False,False,True,2016 Buick Envision SUV
2559,Buick,Envision,2017,flex-fuel,197,4,AUTOMATIC,AWD,4,Midsize,SUV,28,21,155,39570,False,True,False,False,False,False,False,False,False,False,True,2017 Buick Envision SUV
2560,Buick,Envision,2017,gasoline,252,4,AUTOMATIC,AWD,4,Midsize,SUV,26,20,155,44960,False,True,False,False,False,False,False,False,False,False,True,2017 Buick Envision SUV
2565,Volkswagen,Eos,2014,gasoline,200,4,AUTOMATED_MANUAL,FWD,2,Compact,Convertible,30,22,873,38325,True,False,False,False,False,False,False,False,False,True,False,2014 Volkswagen Eos Convertible
2568,Volkswagen,Eos,2015,gasoline,200,4,AUTOMATED_MANUAL,FWD,2,Compact,Convertible,30,22,873,39545,True,False,False,False,False,False,False,False,False,True,False,2015 Volkswagen Eos Convertible
2571,Volkswagen,Eos,2016,gasoline,200,4,AUTOMATED_MANUAL,FWD,2,Compact,Convertible,30,22,873,31995,True,False,False,False,False,False,False,False,False,True,False,2016 Volkswagen Eos Convertible
2572,Suzuki,Equator,2010,gasoline,152,4,AUTOMATIC,RWD,4,Compact,Pickup,22,17,481,22075,True,False,False,False,False,False,False,False,False,False,True,2010 Suzuki Equator Pickup
2582,Suzuki,Equator,2011,gasoline,261,6,AUTOMATIC,4WD,4,Compact,Pickup,19,14,481,25979,True,False,False,False,False,False,False,False,False,False,True,2011 Suzuki Equator Pickup
2585,Suzuki,Equator,2011,gasoline,152,4,MANUAL,RWD,4,Compact,Pickup,23,19,481,17595,True,False,False,False,False,False,False,False,False,False,True,2011 Suzuki Equator Pickup
2588,Suzuki,Equator,2012,gasoline,152,4,MANUAL,RWD,4,Compact,Pickup,23,19,481,19299,True,False,False,False,False,False,False,False,False,False,True,2012 Suzuki Equator Pickup
2590,Suzuki,Equator,2012,gasoline,261,6,AUTOMATIC,4WD,4,Compact,Pickup,19,15,481,28699,True,False,False,False,False,False,False,False,False,False,True,2012 Suzuki Equator Pickup
2595,Chevrolet,Equinox,2015,gasoline,182,4,AUTOMATIC,AWD,4,Compact,SUV,29,20,1385,26270,False,True,False,False,False,False,False,False,False,False,True,2015 Chevrolet Equinox SUV
2604,Chevrolet,Equinox,2016,gasoline,182,4,AUTOMATIC,FWD,4,Compact,SUV,32,22,1385,22600,False,True,False,False,False,False,False,False,False,True,False,2016 Chevrolet Equinox SUV
2611,Chevrolet,Equinox,2017,gasoline,182,4,AUTOMATIC,FWD,4,Compact,SUV,32,22,1385,25510,False,True,False,False,False,False,False,False,False,True,False,2017 Chevrolet Equinox SUV
2618,Hyundai,Equus,2014,gasoline,429,8,AUTOMATIC,RWD,4,Large,Sedan,23,15,1439,61250,False,False,False,False,False,True,False,True,False,False,True,2014 Hyundai Equus Sedan
2620,Hyundai,Equus,2015,gasoline,429,8,AUTOMATIC,RWD,4,Large,Sedan,23,15,1439,61500,False,False,False,False,False,True,False,True,False,False,True,2015 Hyundai Equus Sedan
2622,Hyundai,Equus,2016,gasoline,429,8,AUTOMATIC,RWD,4,Large,Sedan,23,15,1439,68750,False,False,False,False,False,True,False,True,False,False,True,2016 Hyundai Equus Sedan
2624,Lexus,ES 300h,2015,gasoline,200,4,AUTOMATIC,FWD,4,Midsize,Sedan,39,40,454,40580,False,False,False,False,False,False,True,True,False,True,False,2015 Lexus ES 300h Sedan
2625,Lexus,ES 300h,2016,gasoline,200,4,AUTOMATIC,FWD,4,Midsize,Sedan,39,40,454,41020,False,False,False,False,False,False,True,True,False,True,False,2016 Lexus ES 300h Sedan
2626,Lexus,ES 300h,2017,gasoline,200,4,AUTOMATIC,FWD,4,Midsize,Sedan,39,40,454,41820,False,False,False,False,False,False,True,True,False,True,False,2017 Lexus ES 300h Sedan
2627,Lexus,ES 350,2015,gasoline,268,6,AUTOMATIC,FWD,4,Midsize,Sedan,31,21,454,37700,False,False,False,False,False,False,False,True,True,False,True,2015 Lexus ES 350 Sedan
2629,Lexus,ES 350,2016,gasoline,268,6,AUTOMATIC,FWD,4,Midsize,Sedan,31,21,454,38100,False,False,False,False,False,False,False,True,True,False,True,2016 Lexus ES 350 Sedan
2630,Lexus,ES 350,2017,gasoline,268,6,AUTOMATIC,FWD,4,Midsize,Sedan,30,21,454,38900,False,False,False,False,False,False,False,True,True,False,True,2017 Lexus ES 350 Sedan
2631,Cadillac,Escalade ESV,2015,flex-fuel,420,8,AUTOMATIC,4WD,4,Large,SUV,20,14,1624,85795,False,False,False,False,False,False,False,True,True,False,True,2015 Cadillac Escalade ESV SUV
2645,Cadillac,Escalade ESV,2016,gasoline,420,8,AUTOMATIC,RWD,4,Large,SUV,22,15,1624,80045,False,False,False,False,False,False,False,True,True,False,True,2016 Cadillac Escalade ESV SUV
2653,Cadillac,Escalade ESV,2017,gasoline,420,8,AUTOMATIC,4WD,4,Large,SUV,20,15,1624,83995,False,False,False,False,False,False,False,True,True,False,True,2017 Cadillac Escalade ESV SUV
2661,Cadillac,Escalade EXT,2011,flex-fuel,403,8,AUTOMATIC,AWD,4,Large,Pickup,18,13,1624,67350,False,True,False,False,False,False,False,True,True,False,True,2011 Cadillac Escalade EXT Pickup
